State,Total Students,Number_Male,Percent_Male,Number_Female,Percent_Female,Number_American Indian or Alaska Native,"Percent_American Indian or
Alaska Native",Number_Asian,Percent_Asian,Number_Hispanic or Latino of any race,Percent_Hispanic or Latino of any race,Number_Black or African American,Percent_Black or African American,Number_White,Percent_White,Number_Native Hawaiian or Other Pacific Islander,Percent_Native Hawaiian or Other Pacific Islander,Number_Two or more races,Percent_Two or more races,Number_Students With Disabilities Served Under IDEA,Percent_Students With Disabilities Served Under IDEA,Number_Students With Disabilities Served Only Under Section 504,Percent_Students With Disabilities Served Only Under Section 504,Number_English Language Learners,Percent_English Language Learners,Number of Schools,Percent of Schools Reporting,Grade,Academic Year
Vermont,69.00,38.00,0.55,31.00,0.45,2.00,2.90,4.00,5.80,1.00,1.40,4.00,5.80,57.00,82.60,0.00,0.00,1.00,1.40,29.00,42.00,6.00,8.70,6.00,8.70,19.00,100.00,10,2017-2018
Virginia,"3,315.00","2,129.00",0.64,"1,186.00",0.36,7.00,0.20,52.00,1.60,851.00,25.70,"1,378.00",41.60,910.00,27.50,4.00,0.10,113.00,3.40,763.00,23.00,83.00,2.50,652.00,19.70,305.00,100.00,10,2017-2018
Washington,234.00,147.00,0.63,87.00,0.37,5.00,2.10,21.00,9.00,67.00,28.60,32.00,13.70,86.00,36.80,4.00,1.70,19.00,8.10,32.00,13.70,15.00,6.40,42.00,17.90,38.00,100.00,10,2017-2018
West Virginia,542.00,365.00,0.67,177.00,0.33,0.00,0.00,0.00,0.00,15.00,2.80,48.00,8.90,468.00,86.30,0.00,0.00,11.00,2.00,120.00,22.10,17.00,3.10,5.00,0.90,76.00,100.00,10,2017-2018
Wisconsin,748.00,447.00,0.60,301.00,0.40,13.00,1.70,18.00,2.40,118.00,15.80,395.00,52.80,184.00,24.60,0.00,0.00,20.00,2.70,234.00,31.30,14.00,1.90,38.00,5.10,81.00,100.00,10,2017-2018
Wyoming,65.00,37.00,0.57,28.00,0.43,11.00,16.90,1.00,1.50,14.00,21.50,2.00,3.10,35.00,53.80,1.00,1.50,1.00,1.50,7.00,10.80,2.00,3.10,2.00,3.10,15.00,100.00,10,2017-2018
Puerto Rico,837.00,493.00,0.59,344.00,0.41,0.00,0.00,1.00,0.10,833.00,99.50,0.00,0.00,3.00,0.40,0.00,0.00,0.00,0.00,246.00,29.40,0.00,0.00,1.00,0.10,160.00,100.00,10,2017-2018
"50 states, District of Columbia, and Puerto Rico","167,790.00","107,386.00",0.64,"60,404.00",0.36,"2,395.00",1.40,"2,695.00",1.60,"58,345.00",34.80,"54,666.00",32.60,"43,315.00",25.80,995.00,0.60,"5,379.00",3.20,"36,522.00",21.80,"7,009.00",4.20,"24,749.00",14.80,"9,187.00",100.00,9,2017-2018
United States,"166,755.00","106,767.00",0.64,"59,988.00",0.36,"2,395.00",0.01,"2,695.00",0.02,"57,315.00",0.34,"54,666.00",0.33,"43,310.00",0.26,995.00,0.006,"5,379.00",0.03,"36,158.00",0.22,"7,009.00",0.04,"24,748.00",0.15,"9,019.00",100.00,9,2017-2018
Alabama,"3,211.00","2,090.00",0.65,"1,121.00",0.35,23.00,0.70,18.00,0.60,259.00,8.10,"1,985.00",61.80,902.00,28.10,2.00,0.10,22.00,0.70,359.00,11.20,37.00,1.20,192.00,6.00,237.00,100.00,9,2017-2018
Alaska,66.00,32.00,0.48,34.00,0.52,61.00,92.40,0.00,0.00,1.00,1.50,0.00,0.00,1.00,1.50,0.00,0.00,3.00,4.50,11.00,16.70,1.00,1.50,43.00,65.20,21.00,100.00,9,2017-2018
Arizona,"1,082.00",617.00,0.57,465.00,0.43,243.00,22.50,9.00,0.80,487.00,45.00,60.00,5.50,257.00,23.80,7.00,0.60,19.00,1.80,138.00,12.80,35.00,3.20,54.00,5.00,53.00,100.00,9,2017-2018
Arkansas,892.00,583.00,0.65,309.00,0.35,5.00,0.60,3.00,0.30,182.00,20.40,246.00,27.60,421.00,47.20,23.00,2.60,12.00,1.30,77.00,8.60,69.00,7.70,141.00,15.80,130.00,100.00,9,2017-2018
California,"7,639.00","4,832.00",0.63,"2,807.00",0.37,32.00,0.40,155.00,2.00,"5,982.00",78.30,532.00,7.00,743.00,9.70,28.00,0.40,167.00,2.20,"1,199.00",15.70,130.00,1.70,"2,319.00",30.40,348.00,100.00,9,2017-2018
Colorado,"1,069.00",692.00,0.65,377.00,0.35,20.00,1.90,12.00,1.10,673.00,63.00,162.00,15.20,168.00,15.70,5.00,0.50,29.00,2.70,8.00,0.70,29.00,2.70,387.00,36.20,111.00,100.00,9,2017-2018
Connecticut,"2,064.00","1,297.00",0.63,767.00,0.37,5.00,0.20,28.00,1.40,992.00,48.10,546.00,26.50,430.00,20.80,6.00,0.30,57.00,2.80,486.00,23.50,137.00,6.60,349.00,16.90,152.00,100.00,9,2017-2018
Delaware,"1,033.00",664.00,0.64,369.00,0.36,10.00,1.00,15.00,1.50,204.00,19.70,523.00,50.60,256.00,24.80,3.00,0.30,22.00,2.10,295.00,28.60,21.00,2.00,116.00,11.20,34.00,100.00,9,2017-2018
District of Columbia,620.00,403.00,0.65,217.00,0.35,0.00,0.00,4.00,0.60,103.00,16.60,500.00,80.60,9.00,1.50,0.00,0.00,4.00,0.60,188.00,30.30,10.00,1.60,81.00,13.10,37.00,100.00,9,2017-2018
Florida,"6,564.00","4,286.00",0.65,"2,278.00",0.35,21.00,0.30,30.00,0.50,"1,587.00",24.20,"2,002.00",30.50,"2,653.00",40.40,6.00,0.10,265.00,4.00,"1,591.00",24.20,444.00,6.80,516.00,7.90,398.00,100.00,9,2017-2018
Georgia,"13,160.00","8,471.00",0.64,"4,689.00",0.36,32.00,0.20,160.00,1.20,"2,465.00",18.70,"6,658.00",50.60,"3,405.00",25.90,5.00,0.00,435.00,3.30,"2,639.00",20.10,396.00,3.00,"1,089.00",8.30,447.00,100.00,9,2017-2018
Hawaii,"1,298.00",828.00,0.64,470.00,0.36,6.00,0.50,224.00,17.30,154.00,11.90,14.00,1.10,89.00,6.90,702.00,54.10,109.00,8.40,248.00,19.10,73.00,5.60,158.00,12.20,52.00,100.00,9,2017-2018
Idaho,247.00,136.00,0.55,111.00,0.45,4.00,1.60,0.00,0.00,69.00,27.90,0.00,0.00,160.00,64.80,0.00,0.00,14.00,5.70,17.00,6.90,17.00,6.90,8.00,3.20,40.00,100.00,9,2017-2018
Illinois,"5,684.00","3,648.00",0.64,"2,036.00",0.36,36.00,0.60,53.00,0.90,"2,176.00",38.30,"1,718.00",30.20,"1,482.00",26.10,5.00,0.10,214.00,3.80,"1,215.00",21.40,204.00,3.60,807.00,14.20,353.00,100.00,9,2017-2018
Indiana,352.00,220.00,0.63,132.00,0.38,2.00,0.60,0.00,0.00,57.00,16.20,160.00,45.50,114.00,32.40,0.00,0.00,19.00,5.40,79.00,22.40,9.00,2.60,23.00,6.50,41.00,100.00,9,2017-2018
Iowa,318.00,184.00,0.58,134.00,0.42,2.00,0.60,6.00,1.90,59.00,18.60,77.00,24.20,150.00,47.20,6.00,1.90,18.00,5.70,90.00,28.30,70.00,22.00,33.00,10.40,46.00,100.00,9,2017-2018
Kansas,970.00,635.00,0.65,335.00,0.35,9.00,0.90,11.00,1.10,322.00,33.20,160.00,16.50,405.00,41.80,3.00,0.30,60.00,6.20,177.00,18.20,23.00,2.40,205.00,21.10,66.00,100.00,9,2017-2018
Kentucky,"3,081.00","2,082.00",0.68,999.00,0.32,6.00,0.20,14.00,0.50,263.00,8.50,855.00,27.80,"1,815.00",58.90,1.00,0.00,127.00,4.10,545.00,17.70,40.00,1.30,194.00,6.30,265.00,100.00,9,2017-2018
Louisiana,"2,670.00","1,766.00",0.66,904.00,0.34,12.00,0.40,6.00,0.20,220.00,8.20,"1,570.00",58.80,818.00,30.60,0.00,0.00,44.00,1.60,467.00,17.50,363.00,13.60,145.00,5.40,193.00,100.00,9,2017-2018
Maine,46.00,27.00,0.59,19.00,0.41,2.00,4.30,1.00,2.20,1.00,2.20,0.00,0.00,41.00,89.10,0.00,0.00,1.00,2.20,11.00,23.90,4.00,8.70,1.00,2.20,13.00,100.00,9,2017-2018
Maryland,"7,108.00","4,599.00",0.65,"2,509.00",0.35,10.00,0.10,88.00,1.20,"2,397.00",33.70,"3,432.00",48.30,972.00,13.70,4.00,0.10,205.00,2.90,"1,355.00",19.10,354.00,5.00,"1,000.00",14.10,193.00,100.00,9,2017-2018
Massachusetts,"2,949.00","1,920.00",0.65,"1,029.00",0.35,10.00,0.30,40.00,1.40,"1,309.00",44.40,554.00,18.80,877.00,29.70,6.00,0.20,153.00,5.20,887.00,30.10,179.00,6.10,769.00,26.10,247.00,100.00,9,2017-2018
Michigan,"3,643.00","2,304.00",0.63,"1,339.00",0.37,37.00,1.00,21.00,0.60,297.00,8.20,"1,237.00",34.00,"1,864.00",51.20,4.00,0.10,183.00,5.00,627.00,17.20,93.00,2.60,437.00,12.00,274.00,100.00,9,2017-2018
Minnesota,303.00,181.00,0.60,122.00,0.40,8.00,2.60,20.00,6.60,75.00,24.80,81.00,26.70,106.00,35.00,1.00,0.30,12.00,4.00,53.00,17.50,3.00,1.00,94.00,31.00,52.00,100.00,9,2017-2018
Mississippi,"2,120.00","1,452.00",0.68,668.00,0.32,4.00,0.20,12.00,0.60,124.00,5.80,"1,307.00",61.70,653.00,30.80,2.00,0.10,18.00,0.80,461.00,21.70,11.00,0.50,91.00,4.30,203.00,100.00,9,2017-2018
Missouri,"1,169.00",731.00,0.63,438.00,0.37,3.00,0.30,12.00,1.00,119.00,10.20,415.00,35.50,584.00,50.00,1.00,0.10,35.00,3.00,189.00,16.20,42.00,3.60,70.00,6.00,118.00,100.00,9,2017-2018
Montana,90.00,50.00,0.56,40.00,0.44,46.00,51.10,0.00,0.00,2.00,2.20,4.00,4.40,32.00,35.60,1.00,1.10,5.00,5.60,4.00,4.40,1.00,1.10,3.00,3.30,22.00,100.00,9,2017-2018
Nebraska,206.00,137.00,0.67,69.00,0.33,1.00,0.50,0.00,0.00,43.00,20.90,10.00,4.90,142.00,68.90,1.00,0.50,9.00,4.40,61.00,29.60,7.00,3.40,14.00,6.80,16.00,100.00,9,2017-2018
Nevada,"2,952.00","1,843.00",0.62,"1,109.00",0.38,17.00,0.60,70.00,2.40,"1,425.00",48.30,706.00,23.90,519.00,17.60,29.00,1.00,186.00,6.30,492.00,16.70,99.00,3.40,713.00,24.20,64.00,100.00,9,2017-2018
New Hampshire,902.00,598.00,0.66,304.00,0.34,5.00,0.60,20.00,2.20,135.00,15.00,49.00,5.40,659.00,73.10,1.00,0.10,33.00,3.70,224.00,24.80,119.00,13.20,73.00,8.10,42.00,100.00,9,2017-2018
New Jersey,"2,693.00","1,751.00",0.65,942.00,0.35,8.00,0.30,47.00,1.70,"1,266.00",47.00,794.00,29.50,509.00,18.90,5.00,0.20,64.00,2.40,544.00,20.20,87.00,3.20,374.00,13.90,196.00,100.00,9,2017-2018
New Mexico,"2,344.00","1,368.00",0.58,976.00,0.42,212.00,9.00,6.00,0.30,"1,687.00",72.00,73.00,3.10,322.00,13.70,2.00,0.10,42.00,1.80,435.00,18.60,26.00,1.10,427.00,18.20,88.00,100.00,9,2017-2018
New York,"15,741.00","9,933.00",0.63,"5,808.00",0.37,172.00,1.10,849.00,5.40,"6,907.00",43.90,"5,218.00",33.10,"2,349.00",14.90,43.00,0.30,203.00,1.30,"5,351.00",34.00,221.00,1.40,"3,045.00",19.30,849.00,100.00,9,2017-2018
North Carolina,"9,373.00","6,313.00",0.67,"3,060.00",0.33,157.00,1.70,59.00,0.60,"2,154.00",23.00,"3,942.00",42.10,"2,619.00",27.90,11.00,0.10,431.00,4.60,"2,394.00",25.50,279.00,3.00,"1,010.00",10.80,476.00,100.00,9,2017-2018
North Dakota,89.00,55.00,0.62,34.00,0.38,40.00,44.90,2.00,2.20,6.00,6.70,8.00,9.00,30.00,33.70,0.00,0.00,3.00,3.40,22.00,24.70,1.00,1.10,6.00,6.70,24.00,100.00,9,2017-2018
Ohio,"6,910.00","4,367.00",0.63,"2,543.00",0.37,10.00,0.10,114.00,1.60,755.00,10.90,"3,485.00",50.40,"2,125.00",30.80,3.00,0.00,418.00,6.00,"1,796.00",26.00,213.00,3.10,700.00,10.10,267.00,100.00,9,2017-2018
Oklahoma,"3,432.00","1,852.00",0.54,"1,580.00",0.46,656.00,19.10,21.00,0.60,349.00,10.20,469.00,13.70,"1,640.00",47.80,12.00,0.30,285.00,8.30,749.00,21.80,55.00,1.60,197.00,5.70,276.00,100.00,9,2017-2018
Oregon,426.00,202.00,0.47,224.00,0.53,10.00,2.30,4.00,0.90,84.00,19.70,5.00,1.20,285.00,66.90,1.00,0.20,37.00,8.70,44.00,10.30,35.00,8.20,13.00,3.10,22.00,100.00,9,2017-2018
Pennsylvania,"6,942.00","4,204.00",0.61,"2,738.00",0.39,16.00,0.20,89.00,1.30,"1,420.00",20.50,"2,391.00",34.40,"2,655.00",38.20,2.00,0.00,369.00,5.30,"1,930.00",27.80,110.00,1.60,467.00,6.70,419.00,100.00,9,2017-2018
Rhode Island,439.00,277.00,0.63,162.00,0.37,6.00,1.40,5.00,1.10,187.00,42.60,50.00,11.40,169.00,38.50,1.00,0.20,21.00,4.80,106.00,24.10,17.00,3.90,106.00,24.10,27.00,100.00,9,2017-2018
South Carolina,"5,048.00","3,329.00",0.66,"1,719.00",0.34,31.00,0.60,14.00,0.30,475.00,9.40,"2,562.00",50.80,"1,765.00",35.00,5.00,0.10,196.00,3.90,"1,212.00",24.00,226.00,4.50,423.00,8.40,213.00,100.00,9,2017-2018
South Dakota,776.00,445.00,0.57,331.00,0.43,250.00,32.20,12.00,1.50,90.00,11.60,47.00,6.10,328.00,42.30,0.00,0.00,49.00,6.30,159.00,20.50,29.00,3.70,48.00,6.20,43.00,100.00,9,2017-2018
Tennessee,"4,608.00","2,876.00",0.62,"1,732.00",0.38,5.00,0.10,66.00,1.40,"1,037.00",22.50,"2,210.00",48.00,"1,209.00",26.20,7.00,0.20,74.00,1.60,740.00,16.10,93.00,2.00,701.00,15.20,156.00,100.00,9,2017-2018
Texas,"25,577.00","16,643.00",0.65,"8,934.00",0.35,91.00,0.40,253.00,1.00,"16,895.00",66.10,"4,350.00",17.00,"3,560.00",13.90,38.00,0.10,390.00,1.50,"3,943.00",15.40,"2,335.00",9.10,"5,878.00",23.00,"1,137.00",100.00,9,2017-2018
Utah,358.00,208.00,0.58,150.00,0.42,3.00,0.80,0.00,0.00,57.00,15.90,4.00,1.10,273.00,76.30,5.00,1.40,16.00,4.50,48.00,13.40,7.00,2.00,1.00,0.30,20.00,100.00,9,2017-2018
Vermont,48.00,30.00,0.63,18.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,3.00,6.30,43.00,89.60,0.00,0.00,2.00,4.20,14.00,29.20,6.00,12.50,0.00,0.00,12.00,100.00,9,2017-2018
Virginia,"5,564.00","3,724.00",0.67,"1,840.00",0.33,17.00,0.30,88.00,1.60,"1,319.00",23.70,"2,451.00",44.10,"1,474.00",26.50,3.00,0.10,212.00,3.80,"1,645.00",29.60,171.00,3.10,"1,031.00",18.50,316.00,100.00,9,2017-2018
Washington,256.00,159.00,0.62,97.00,0.38,7.00,2.70,14.00,5.50,68.00,26.60,21.00,8.20,116.00,45.30,3.00,1.20,27.00,10.50,50.00,19.50,9.00,3.50,41.00,16.00,33.00,100.00,9,2017-2018
West Virginia,"1,020.00",700.00,0.69,320.00,0.31,1.00,0.10,4.00,0.40,24.00,2.40,69.00,6.80,898.00,88.00,0.00,0.00,24.00,2.40,197.00,19.30,51.00,5.00,4.00,0.40,85.00,100.00,9,2017-2018
Wisconsin,"1,462.00",922.00,0.63,540.00,0.37,12.00,0.80,15.00,1.00,323.00,22.10,941.00,64.40,143.00,9.80,2.00,0.10,26.00,1.80,568.00,38.90,18.00,1.20,143.00,9.80,78.00,100.00,9,2017-2018
Wyoming,141.00,101.00,0.72,40.00,0.28,19.00,13.50,1.00,0.70,30.00,21.30,10.00,7.10,71.00,50.40,0.00,0.00,10.00,7.10,18.00,12.80,0.00,0.00,8.00,5.70,14.00,100.00,9,2017-2018
Puerto Rico,"1,035.00",619.00,0.60,416.00,0.40,0.00,0.00,0.00,0.00,"1,030.00",99.50,0.00,0.00,5.00,0.50,0.00,0.00,0.00,0.00,364.00,35.20,0.00,0.00,1.00,0.10,168.00,100.00,9,2017-2018
"50 states, District of Columbia, and Puerto Rico","25,478.00","16,477.00",0.65,"9,001.00",0.35,323.00,1.30,280.00,1.10,"6,616.00",26.00,"8,542.00",33.50,"8,756.00",34.40,138.00,0.50,823.00,3.20,"5,769.00",22.60,"1,301.00",5.10,"2,372.00",9.30,"6,716.00",100.00,8,2017-2018
United States,"24,733.00","16,052.00",0.65,"8,681.00",0.35,321.00,0.01,279.00,0.01,"5,877.00",0.24,"8,542.00",0.35,"8,753.00",0.35,138.00,0.0056,823.00,0.03,"5,501.00",0.22,"1,301.00",0.05,"2,367.00",0.10,"6,522.00",100.00,8,2017-2018
Alabama,621.00,447.00,0.72,174.00,0.28,5.00,0.80,3.00,0.50,25.00,4.00,314.00,50.60,271.00,43.60,0.00,0.00,3.00,0.50,58.00,9.30,9.00,1.40,12.00,1.90,184.00,100.00,8,2017-2018
Alaska,10.00,7.00,0.70,3.00,0.30,7.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,20.00,0.00,0.00,1.00,10.00,4.00,40.00,0.00,0.00,4.00,40.00,9.00,100.00,8,2017-2018
Arizona,606.00,373.00,0.62,233.00,0.38,41.00,6.80,7.00,1.20,244.00,40.30,26.00,4.30,242.00,39.90,3.00,0.50,43.00,7.10,75.00,12.40,24.00,4.00,101.00,16.70,143.00,100.00,8,2017-2018
Arkansas,220.00,145.00,0.66,75.00,0.34,1.00,0.50,1.00,0.50,25.00,11.40,54.00,24.50,134.00,60.90,4.00,1.80,1.00,0.50,40.00,18.20,15.00,6.80,17.00,7.70,111.00,100.00,8,2017-2018
California,309.00,213.00,0.69,96.00,0.31,7.00,2.30,9.00,2.90,141.00,45.60,50.00,16.20,95.00,30.70,1.00,0.30,6.00,1.90,71.00,23.00,10.00,3.20,51.00,16.50,165.00,100.00,8,2017-2018
Colorado,102.00,76.00,0.75,26.00,0.25,1.00,1.00,2.00,2.00,40.00,39.20,4.00,3.90,48.00,47.10,0.00,0.00,7.00,6.90,10.00,9.80,2.00,2.00,14.00,13.70,78.00,100.00,8,2017-2018
Connecticut,104.00,76.00,0.73,28.00,0.27,0.00,0.00,2.00,1.90,48.00,46.20,32.00,30.80,21.00,20.20,0.00,0.00,1.00,1.00,37.00,35.60,6.00,5.80,10.00,9.60,59.00,100.00,8,2017-2018
Delaware,61.00,44.00,0.72,17.00,0.28,1.00,1.60,0.00,0.00,5.00,8.20,32.00,52.50,22.00,36.10,0.00,0.00,1.00,1.60,13.00,21.30,1.00,1.60,1.00,1.60,25.00,100.00,8,2017-2018
District of Columbia,57.00,46.00,0.81,11.00,0.19,0.00,0.00,0.00,0.00,6.00,10.50,50.00,87.70,1.00,1.80,0.00,0.00,0.00,0.00,21.00,36.80,0.00,0.00,4.00,7.00,23.00,100.00,8,2017-2018
Florida,"4,460.00","3,011.00",0.68,"1,449.00",0.32,18.00,0.40,24.00,0.50,"1,240.00",27.80,"1,429.00",32.00,"1,590.00",35.70,8.00,0.20,151.00,3.40,"1,181.00",26.50,332.00,7.40,355.00,8.00,788.00,100.00,8,2017-2018
Georgia,"2,837.00","1,736.00",0.61,"1,101.00",0.39,5.00,0.20,46.00,1.60,372.00,13.10,"1,739.00",61.30,584.00,20.60,4.00,0.10,87.00,3.10,705.00,24.90,135.00,4.80,224.00,7.90,360.00,100.00,8,2017-2018
Hawaii,132.00,77.00,0.58,55.00,0.42,0.00,0.00,15.00,11.40,13.00,9.80,0.00,0.00,3.00,2.30,94.00,71.20,7.00,5.30,24.00,18.20,7.00,5.30,12.00,9.10,41.00,100.00,8,2017-2018
Idaho,94.00,58.00,0.62,36.00,0.38,3.00,3.20,0.00,0.00,23.00,24.50,1.00,1.10,63.00,67.00,0.00,0.00,4.00,4.30,12.00,12.80,5.00,5.30,3.00,3.20,60.00,100.00,8,2017-2018
Illinois,335.00,230.00,0.69,105.00,0.31,0.00,0.00,1.00,0.30,57.00,17.00,104.00,31.00,162.00,48.40,0.00,0.00,11.00,3.30,52.00,15.50,10.00,3.00,22.00,6.60,167.00,100.00,8,2017-2018
Indiana,290.00,165.00,0.57,125.00,0.43,1.00,0.30,2.00,0.70,26.00,9.00,35.00,12.10,213.00,73.40,1.00,0.30,12.00,4.10,87.00,30.00,3.00,1.00,16.00,5.50,99.00,100.00,8,2017-2018
Iowa,43.00,29.00,0.67,14.00,0.33,0.00,0.00,0.00,0.00,6.00,14.00,5.00,11.60,31.00,72.10,0.00,0.00,1.00,2.30,15.00,34.90,3.00,7.00,4.00,9.30,41.00,100.00,8,2017-2018
Kansas,21.00,12.00,0.57,9.00,0.43,0.00,0.00,0.00,0.00,8.00,38.10,0.00,0.00,11.00,52.40,0.00,0.00,2.00,9.50,5.00,23.80,0.00,0.00,3.00,14.30,20.00,100.00,8,2017-2018
Kentucky,256.00,173.00,0.68,83.00,0.32,1.00,0.40,1.00,0.40,6.00,2.30,55.00,21.50,187.00,73.00,0.00,0.00,6.00,2.30,68.00,26.60,3.00,1.20,9.00,3.50,121.00,100.00,8,2017-2018
Louisiana,"1,320.00",877.00,0.66,443.00,0.34,8.00,0.60,8.00,0.60,118.00,8.90,697.00,52.80,468.00,35.50,0.00,0.00,21.00,1.60,199.00,15.10,183.00,13.90,73.00,5.50,229.00,100.00,8,2017-2018
Maine,42.00,29.00,0.69,13.00,0.31,3.00,7.10,1.00,2.40,0.00,0.00,1.00,2.40,37.00,88.10,0.00,0.00,0.00,0.00,18.00,42.90,4.00,9.50,1.00,2.40,26.00,100.00,8,2017-2018
Maryland,654.00,466.00,0.71,188.00,0.29,3.00,0.50,4.00,0.60,102.00,15.60,398.00,60.90,115.00,17.60,0.00,0.00,32.00,4.90,101.00,15.40,53.00,8.10,13.00,2.00,138.00,100.00,8,2017-2018
Massachusetts,236.00,160.00,0.68,76.00,0.32,0.00,0.00,1.00,0.40,78.00,33.10,51.00,21.60,85.00,36.00,0.00,0.00,21.00,8.90,74.00,31.40,19.00,8.10,37.00,15.70,107.00,100.00,8,2017-2018
Michigan,371.00,243.00,0.65,128.00,0.35,5.00,1.30,2.00,0.50,34.00,9.20,136.00,36.70,179.00,48.20,0.00,0.00,15.00,4.00,57.00,15.40,7.00,1.90,22.00,5.90,173.00,100.00,8,2017-2018
Minnesota,50.00,30.00,0.60,20.00,0.40,2.00,4.00,12.00,24.00,4.00,8.00,12.00,24.00,16.00,32.00,0.00,0.00,4.00,8.00,9.00,18.00,2.00,4.00,20.00,40.00,30.00,100.00,8,2017-2018
Mississippi,"1,000.00",722.00,0.72,278.00,0.28,2.00,0.20,2.00,0.20,47.00,4.70,547.00,54.70,390.00,39.00,0.00,0.00,12.00,1.20,142.00,14.20,4.00,0.40,17.00,1.70,190.00,100.00,8,2017-2018
Missouri,194.00,138.00,0.71,56.00,0.29,1.00,0.50,0.00,0.00,11.00,5.70,89.00,45.90,90.00,46.40,2.00,1.00,1.00,0.50,32.00,16.50,4.00,2.10,6.00,3.10,68.00,100.00,8,2017-2018
Montana,55.00,38.00,0.69,17.00,0.31,11.00,20.00,0.00,0.00,3.00,5.50,0.00,0.00,38.00,69.10,1.00,1.80,2.00,3.60,11.00,20.00,0.00,0.00,3.00,5.50,24.00,100.00,8,2017-2018
Nebraska,27.00,15.00,0.56,12.00,0.44,5.00,18.50,0.00,0.00,4.00,14.80,1.00,3.70,17.00,63.00,0.00,0.00,0.00,0.00,12.00,44.40,0.00,0.00,1.00,3.70,17.00,100.00,8,2017-2018
Nevada,502.00,345.00,0.69,157.00,0.31,4.00,0.80,2.00,0.40,255.00,50.80,111.00,22.10,100.00,19.90,7.00,1.40,23.00,4.60,45.00,9.00,21.00,4.20,125.00,24.90,81.00,100.00,8,2017-2018
New Hampshire,30.00,19.00,0.63,11.00,0.37,0.00,0.00,1.00,3.30,2.00,6.70,3.00,10.00,23.00,76.70,0.00,0.00,1.00,3.30,11.00,36.70,2.00,6.70,1.00,3.30,15.00,100.00,8,2017-2018
New Jersey,708.00,413.00,0.58,295.00,0.42,1.00,0.10,9.00,1.30,348.00,49.20,235.00,33.20,113.00,16.00,0.00,0.00,2.00,0.30,130.00,18.40,15.00,2.10,78.00,11.00,156.00,100.00,8,2017-2018
New Mexico,80.00,53.00,0.66,27.00,0.34,15.00,18.80,0.00,0.00,45.00,56.30,1.00,1.30,19.00,23.80,0.00,0.00,0.00,0.00,10.00,12.50,1.00,1.30,7.00,8.80,40.00,100.00,8,2017-2018
New York,978.00,597.00,0.61,381.00,0.39,14.00,1.40,39.00,4.00,333.00,34.00,271.00,27.70,291.00,29.80,2.00,0.20,28.00,2.90,300.00,30.70,23.00,2.40,141.00,14.40,438.00,100.00,8,2017-2018
North Carolina,866.00,585.00,0.68,281.00,0.32,7.00,0.80,6.00,0.70,153.00,17.70,304.00,35.10,365.00,42.10,2.00,0.20,29.00,3.30,276.00,31.90,33.00,3.80,76.00,8.80,251.00,100.00,8,2017-2018
North Dakota,16.00,14.00,0.88,2.00,0.13,6.00,37.50,0.00,0.00,2.00,12.50,1.00,6.30,7.00,43.80,0.00,0.00,0.00,0.00,3.00,18.80,1.00,6.30,1.00,6.30,15.00,100.00,8,2017-2018
Ohio,792.00,455.00,0.57,337.00,0.43,2.00,0.30,5.00,0.60,42.00,5.30,360.00,45.50,318.00,40.20,1.00,0.10,64.00,8.10,153.00,19.30,18.00,2.30,33.00,4.20,190.00,100.00,8,2017-2018
Oklahoma,665.00,408.00,0.61,257.00,0.39,102.00,15.30,3.00,0.50,74.00,11.10,114.00,17.10,324.00,48.70,2.00,0.30,46.00,6.90,187.00,28.10,14.00,2.10,33.00,5.00,182.00,100.00,8,2017-2018
Oregon,61.00,35.00,0.57,26.00,0.43,3.00,4.90,2.00,3.30,10.00,16.40,0.00,0.00,37.00,60.70,1.00,1.60,8.00,13.10,13.00,21.30,1.00,1.60,1.00,1.60,16.00,100.00,8,2017-2018
Pennsylvania,"1,310.00",798.00,0.61,512.00,0.39,2.00,0.20,10.00,0.80,234.00,17.90,264.00,20.20,737.00,56.30,0.00,0.00,63.00,4.80,287.00,21.90,30.00,2.30,62.00,4.70,288.00,100.00,8,2017-2018
Rhode Island,59.00,37.00,0.63,22.00,0.37,0.00,0.00,0.00,0.00,13.00,22.00,3.00,5.10,38.00,64.40,0.00,0.00,5.00,8.50,23.00,39.00,4.00,6.80,2.00,3.40,17.00,100.00,8,2017-2018
South Carolina,501.00,362.00,0.72,139.00,0.28,5.00,1.00,4.00,0.80,29.00,5.80,231.00,46.10,217.00,43.30,0.00,0.00,15.00,3.00,172.00,34.30,15.00,3.00,23.00,4.60,156.00,100.00,8,2017-2018
South Dakota,16.00,11.00,0.69,5.00,0.31,9.00,56.30,0.00,0.00,1.00,6.30,0.00,0.00,5.00,31.30,0.00,0.00,1.00,6.30,3.00,18.80,0.00,0.00,0.00,0.00,14.00,100.00,8,2017-2018
Tennessee,383.00,264.00,0.69,119.00,0.31,1.00,0.30,1.00,0.30,20.00,5.20,217.00,56.70,138.00,36.00,0.00,0.00,6.00,1.60,80.00,20.90,8.00,2.10,18.00,4.70,125.00,100.00,8,2017-2018
Texas,"2,229.00","1,350.00",0.61,879.00,0.39,13.00,0.60,25.00,1.10,"1,454.00",65.20,259.00,11.60,431.00,19.30,2.00,0.10,45.00,2.00,322.00,14.40,241.00,10.80,633.00,28.40,698.00,100.00,8,2017-2018
