State,Total Students,Number_Male,Percent_Male,Number_Female,Percent_Female,Number_American Indian or Alaska Native,"Percent_American Indian or
Alaska Native",Number_Asian,Percent_Asian,Number_Hispanic or Latino of any race,Percent_Hispanic or Latino of any race,Number_Black or African American,Percent_Black or African American,Number_White,Percent_White,Number_Native Hawaiian or Other Pacific Islander,Percent_Native Hawaiian or Other Pacific Islander,Number_Two or more races,Percent_Two or more races,Number_Students With Disabilities Served Under IDEA,Percent_Students With Disabilities Served Under IDEA,Number_Students With Disabilities Served Only Under Section 504,Percent_Students With Disabilities Served Only Under Section 504,Number_English Language Learners,Percent_English Language Learners,Number of Schools,Percent of Schools Reporting,Grade,Academic Year
West Virginia,39.00,26.00,0.67,13.00,0.33,0.00,0.00,0.00,0.00,2.00,5.10,2.00,5.10,32.00,82.10,0.00,0.00,3.00,7.70,9.00,23.10,2.00,5.10,0.00,0.00,35.00,100.00,4,2017-2018
Wisconsin,41.00,27.00,0.66,14.00,0.34,0.00,0.00,0.00,0.00,8.00,19.50,27.00,65.90,5.00,12.20,0.00,0.00,1.00,2.40,6.00,14.60,0.00,0.00,7.00,17.10,30.00,100.00,4,2017-2018
Wyoming,3.00,2.00,0.67,1.00,0.33,0.00,0.00,0.00,0.00,2.00,66.70,0.00,0.00,1.00,33.30,0.00,0.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00,0.00,3.00,100.00,4,2017-2018
Puerto Rico,545.00,357.00,0.66,188.00,0.34,0.00,0.00,0.00,0.00,543.00,99.60,0.00,0.00,1.00,0.20,1.00,0.20,0.00,0.00,282.00,51.70,0.00,0.00,4.00,0.70,271.00,100.00,4,2017-2018
"50 states, District of Columbia, and Puerto Rico","46,070.00","26,107.00",0.57,"19,963.00",0.43,554.00,1.20,637.00,1.40,"13,979.00",30.30,"17,951.00",39.00,"11,215.00",24.30,114.00,0.20,"1,620.00",3.50,"10,534.00",22.90,"1,720.00",3.70,"9,556.00",20.70,"12,736.00",100.00,3,2017-2018
United States,"45,296.00","25,612.00",0.57,"19,684.00",0.43,553.00,0.01,637.00,0.01,"13,209.00",0.29,"17,949.00",0.40,"11,214.00",0.25,114.00,0.0025,"1,620.00",0.04,"10,100.00",0.22,"1,720.00",0.04,"9,553.00",0.21,"12,380.00",100.00,3,2017-2018
Alabama,603.00,337.00,0.56,266.00,0.44,2.00,0.30,2.00,0.30,44.00,7.30,346.00,57.40,199.00,33.00,1.00,0.20,9.00,1.50,55.00,9.10,6.00,1.00,34.00,5.60,242.00,100.00,3,2017-2018
Alaska,12.00,5.00,0.42,7.00,0.58,6.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,41.70,0.00,0.00,1.00,8.30,6.00,50.00,0.00,0.00,3.00,25.00,10.00,100.00,3,2017-2018
Arizona,443.00,249.00,0.56,194.00,0.44,40.00,9.00,5.00,1.10,223.00,50.30,23.00,5.20,141.00,31.80,3.00,0.70,8.00,1.80,45.00,10.20,7.00,1.60,76.00,17.20,254.00,100.00,3,2017-2018
Arkansas,162.00,94.00,0.58,68.00,0.42,1.00,0.60,1.00,0.60,18.00,11.10,47.00,29.00,93.00,57.40,2.00,1.20,0.00,0.00,13.00,8.00,16.00,9.90,12.00,7.40,138.00,100.00,3,2017-2018
California,751.00,402.00,0.54,349.00,0.46,3.00,0.40,42.00,5.60,453.00,60.30,92.00,12.30,124.00,16.50,8.00,1.10,29.00,3.90,102.00,13.60,5.00,0.70,290.00,38.60,471.00,100.00,3,2017-2018
Colorado,166.00,82.00,0.49,84.00,0.51,1.00,0.60,1.00,0.60,79.00,47.60,11.00,6.60,68.00,41.00,0.00,0.00,6.00,3.60,13.00,7.80,2.00,1.20,40.00,24.10,114.00,100.00,3,2017-2018
Connecticut,102.00,63.00,0.62,39.00,0.38,1.00,1.00,5.00,4.90,47.00,46.10,27.00,26.50,20.00,19.60,0.00,0.00,2.00,2.00,13.00,12.70,3.00,2.90,30.00,29.40,69.00,100.00,3,2017-2018
Delaware,65.00,38.00,0.58,27.00,0.42,0.00,0.00,1.00,1.50,19.00,29.20,31.00,47.70,11.00,16.90,0.00,0.00,3.00,4.60,18.00,27.70,1.00,1.50,16.00,24.60,39.00,100.00,3,2017-2018
District of Columbia,77.00,42.00,0.55,35.00,0.45,1.00,1.30,0.00,0.00,6.00,7.80,70.00,90.90,0.00,0.00,0.00,0.00,0.00,0.00,18.00,23.40,3.00,3.90,6.00,7.80,36.00,100.00,3,2017-2018
Florida,"17,793.00","10,376.00",0.58,"7,417.00",0.42,38.00,0.20,164.00,0.90,"6,353.00",35.70,"6,790.00",38.20,"3,870.00",21.80,30.00,0.20,548.00,3.10,"5,622.00",31.60,750.00,4.20,"4,959.00",27.90,"1,931.00",100.00,3,2017-2018
Georgia,"2,710.00","1,511.00",0.56,"1,199.00",0.44,6.00,0.20,126.00,4.60,400.00,14.80,"1,664.00",61.40,444.00,16.40,4.00,0.10,66.00,2.40,436.00,16.10,88.00,3.20,519.00,19.20,630.00,100.00,3,2017-2018
Hawaii,18.00,11.00,0.61,7.00,0.39,0.00,0.00,2.00,11.10,2.00,11.10,0.00,0.00,2.00,11.10,11.00,61.10,1.00,5.60,6.00,33.30,0.00,0.00,7.00,38.90,16.00,100.00,3,2017-2018
Idaho,30.00,19.00,0.63,11.00,0.37,1.00,3.30,0.00,0.00,2.00,6.70,0.00,0.00,27.00,90.00,0.00,0.00,0.00,0.00,4.00,13.30,2.00,6.70,0.00,0.00,52.00,100.00,3,2017-2018
Illinois,"1,130.00",604.00,0.53,526.00,0.47,2.00,0.20,6.00,0.50,224.00,19.80,826.00,73.10,54.00,4.80,1.00,0.10,17.00,1.50,49.00,4.30,36.00,3.20,81.00,7.20,360.00,100.00,3,2017-2018
Indiana,618.00,324.00,0.52,294.00,0.48,0.00,0.00,4.00,0.60,66.00,10.70,231.00,37.40,287.00,46.40,0.00,0.00,30.00,4.90,90.00,14.60,14.00,2.30,41.00,6.60,314.00,100.00,3,2017-2018
Iowa,29.00,15.00,0.52,14.00,0.48,0.00,0.00,0.00,0.00,4.00,13.80,4.00,13.80,17.00,58.60,1.00,3.40,3.00,10.30,13.00,44.80,0.00,0.00,7.00,24.10,25.00,100.00,3,2017-2018
Kansas,19.00,11.00,0.58,8.00,0.42,0.00,0.00,0.00,0.00,3.00,15.80,2.00,10.50,12.00,63.20,0.00,0.00,2.00,10.50,2.00,10.50,0.00,0.00,2.00,10.50,20.00,100.00,3,2017-2018
Kentucky,562.00,306.00,0.54,256.00,0.46,0.00,0.00,2.00,0.40,24.00,4.30,31.00,5.50,477.00,84.90,0.00,0.00,28.00,5.00,136.00,24.20,3.00,0.50,16.00,2.80,264.00,100.00,3,2017-2018
Louisiana,"1,445.00",828.00,0.57,617.00,0.43,7.00,0.50,5.00,0.30,138.00,9.60,804.00,55.60,449.00,31.10,3.00,0.20,39.00,2.70,153.00,10.60,93.00,6.40,92.00,6.40,416.00,100.00,3,2017-2018
Maine,39.00,26.00,0.67,13.00,0.33,1.00,2.60,0.00,0.00,1.00,2.60,1.00,2.60,35.00,89.70,1.00,2.60,0.00,0.00,16.00,41.00,3.00,7.70,1.00,2.60,39.00,100.00,3,2017-2018
Maryland,159.00,96.00,0.60,63.00,0.40,0.00,0.00,3.00,1.90,29.00,18.20,99.00,62.30,23.00,14.50,0.00,0.00,5.00,3.10,32.00,20.10,7.00,4.40,32.00,20.10,180.00,100.00,3,2017-2018
Massachusetts,209.00,102.00,0.49,107.00,0.51,1.00,0.50,12.00,5.70,93.00,44.50,46.00,22.00,46.00,22.00,0.00,0.00,11.00,5.30,50.00,23.90,11.00,5.30,73.00,34.90,124.00,100.00,3,2017-2018
Michigan,557.00,332.00,0.60,225.00,0.40,5.00,0.90,9.00,1.60,38.00,6.80,288.00,51.70,195.00,35.00,0.00,0.00,22.00,3.90,112.00,20.10,1.00,0.20,46.00,8.30,296.00,100.00,3,2017-2018
Minnesota,62.00,37.00,0.60,25.00,0.40,9.00,14.50,23.00,37.10,7.00,11.30,15.00,24.20,7.00,11.30,0.00,0.00,1.00,1.60,12.00,19.40,0.00,0.00,31.00,50.00,30.00,100.00,3,2017-2018
Mississippi,"1,527.00",934.00,0.61,593.00,0.39,5.00,0.30,5.00,0.30,61.00,4.00,"1,084.00",71.00,357.00,23.40,0.00,0.00,15.00,1.00,198.00,13.00,6.00,0.40,40.00,2.60,323.00,100.00,3,2017-2018
Missouri,170.00,99.00,0.58,71.00,0.42,0.00,0.00,2.00,1.20,14.00,8.20,93.00,54.70,59.00,34.70,0.00,0.00,2.00,1.20,23.00,13.50,3.00,1.80,16.00,9.40,90.00,100.00,3,2017-2018
Montana,8.00,5.00,0.63,3.00,0.38,3.00,37.50,0.00,0.00,1.00,12.50,0.00,0.00,4.00,50.00,0.00,0.00,0.00,0.00,3.00,37.50,2.00,25.00,2.00,25.00,10.00,100.00,3,2017-2018
Nebraska,16.00,9.00,0.56,7.00,0.44,1.00,6.30,0.00,0.00,2.00,12.50,3.00,18.80,10.00,62.50,0.00,0.00,0.00,0.00,12.00,75.00,0.00,0.00,0.00,0.00,15.00,100.00,3,2017-2018
Nevada,237.00,137.00,0.58,100.00,0.42,1.00,0.40,7.00,3.00,109.00,46.00,39.00,16.50,60.00,25.30,4.00,1.70,17.00,7.20,42.00,17.70,11.00,4.60,82.00,34.60,110.00,100.00,3,2017-2018
New Hampshire,23.00,12.00,0.52,11.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,4.00,17.40,18.00,78.30,0.00,0.00,1.00,4.30,5.00,21.70,4.00,17.40,3.00,13.00,20.00,100.00,3,2017-2018
New Jersey,648.00,397.00,0.61,251.00,0.39,1.00,0.20,18.00,2.80,382.00,59.00,181.00,27.90,54.00,8.30,0.00,0.00,12.00,1.90,64.00,9.90,15.00,2.30,149.00,23.00,268.00,100.00,3,2017-2018
New Mexico,228.00,123.00,0.54,105.00,0.46,30.00,13.20,2.00,0.90,156.00,68.40,5.00,2.20,35.00,15.40,0.00,0.00,0.00,0.00,28.00,12.30,2.00,0.90,72.00,31.60,131.00,100.00,3,2017-2018
New York,"1,466.00",849.00,0.58,617.00,0.42,10.00,0.70,48.00,3.30,587.00,40.00,617.00,42.10,170.00,11.60,8.00,0.50,26.00,1.80,319.00,21.80,21.00,1.40,293.00,20.00,614.00,100.00,3,2017-2018
North Carolina,"1,190.00",657.00,0.55,533.00,0.45,29.00,2.40,15.00,1.30,225.00,18.90,525.00,44.10,350.00,29.40,2.00,0.20,44.00,3.70,207.00,17.40,17.00,1.40,159.00,13.40,472.00,100.00,3,2017-2018
North Dakota,20.00,3.00,0.15,17.00,0.85,2.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,90.00,0.00,0.00,0.00,0.00,2.00,10.00,1.00,5.00,0.00,0.00,8.00,100.00,3,2017-2018
Ohio,"3,732.00","1,982.00",0.53,"1,750.00",0.47,5.00,0.10,44.00,1.20,420.00,11.30,"1,888.00",50.60,"1,137.00",30.50,8.00,0.20,230.00,6.20,622.00,16.70,86.00,2.30,366.00,9.80,779.00,100.00,3,2017-2018
Oklahoma,"2,164.00","1,166.00",0.54,998.00,0.46,299.00,13.80,19.00,0.90,312.00,14.40,405.00,18.70,851.00,39.30,14.00,0.60,264.00,12.20,712.00,32.90,52.00,2.40,317.00,14.60,597.00,100.00,3,2017-2018
Oregon,54.00,34.00,0.63,20.00,0.37,2.00,3.70,1.00,1.90,10.00,18.50,3.00,5.60,36.00,66.70,0.00,0.00,2.00,3.70,6.00,11.10,5.00,9.30,5.00,9.30,21.00,100.00,3,2017-2018
Pennsylvania,393.00,226.00,0.58,167.00,0.42,2.00,0.50,4.00,1.00,37.00,9.40,161.00,41.00,159.00,40.50,0.00,0.00,30.00,7.60,89.00,22.60,10.00,2.50,12.00,3.10,188.00,100.00,3,2017-2018
Rhode Island,28.00,18.00,0.64,10.00,0.36,0.00,0.00,1.00,3.60,14.00,50.00,5.00,17.90,7.00,25.00,0.00,0.00,1.00,3.60,4.00,14.30,1.00,3.60,12.00,42.90,17.00,100.00,3,2017-2018
South Carolina,569.00,322.00,0.57,247.00,0.43,1.00,0.20,1.00,0.20,62.00,10.90,305.00,53.60,181.00,31.80,0.00,0.00,19.00,3.30,147.00,25.80,12.00,2.10,60.00,10.50,274.00,100.00,3,2017-2018
South Dakota,20.00,7.00,0.35,13.00,0.65,10.00,50.00,0.00,0.00,2.00,10.00,1.00,5.00,6.00,30.00,0.00,0.00,1.00,5.00,6.00,30.00,0.00,0.00,2.00,10.00,17.00,100.00,3,2017-2018
Tennessee,531.00,279.00,0.53,252.00,0.47,3.00,0.60,0.00,0.00,34.00,6.40,248.00,46.70,233.00,43.90,3.00,0.60,10.00,1.90,53.00,10.00,7.00,1.30,31.00,5.80,231.00,100.00,3,2017-2018
Texas,"3,715.00","2,031.00",0.55,"1,684.00",0.45,18.00,0.50,45.00,1.20,"2,406.00",64.80,617.00,16.60,557.00,15.00,7.00,0.20,65.00,1.70,358.00,9.60,389.00,10.50,"1,435.00",38.60,"1,621.00",100.00,3,2017-2018
Utah,34.00,15.00,0.44,19.00,0.56,1.00,2.90,0.00,0.00,7.00,20.60,0.00,0.00,25.00,73.50,0.00,0.00,1.00,2.90,7.00,20.60,0.00,0.00,2.00,5.90,29.00,100.00,3,2017-2018
Vermont,4.00,2.00,0.50,2.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00,0.00,5.00,100.00,3,2017-2018
Virginia,561.00,300.00,0.53,261.00,0.47,2.00,0.40,9.00,1.60,51.00,9.10,297.00,52.90,167.00,29.80,1.00,0.20,34.00,6.10,123.00,21.90,22.00,3.90,44.00,7.80,306.00,100.00,3,2017-2018
Washington,94.00,41.00,0.44,53.00,0.56,2.00,2.10,2.00,2.10,33.00,35.10,3.00,3.20,42.00,44.70,2.00,2.10,10.00,10.60,23.00,24.50,2.00,2.10,28.00,29.80,77.00,100.00,3,2017-2018
West Virginia,59.00,30.00,0.51,29.00,0.49,0.00,0.00,1.00,1.70,0.00,0.00,4.00,6.80,52.00,88.10,0.00,0.00,2.00,3.40,13.00,22.00,1.00,1.70,1.00,1.70,45.00,100.00,3,2017-2018
Wisconsin,37.00,20.00,0.54,17.00,0.46,1.00,2.70,0.00,0.00,9.00,24.30,13.00,35.10,12.00,32.40,0.00,0.00,2.00,5.40,9.00,24.30,0.00,0.00,7.00,18.90,36.00,100.00,3,2017-2018
Wyoming,7.00,4.00,0.57,3.00,0.43,0.00,0.00,0.00,0.00,2.00,28.60,0.00,0.00,4.00,57.10,0.00,0.00,1.00,14.30,5.00,71.40,0.00,0.00,1.00,14.30,6.00,100.00,3,2017-2018
Puerto Rico,774.00,495.00,0.64,279.00,0.36,1.00,0.10,0.00,0.00,770.00,99.50,2.00,0.30,1.00,0.10,0.00,0.00,0.00,0.00,434.00,56.10,0.00,0.00,3.00,0.40,356.00,100.00,3,2017-2018
"50 states, District of Columbia, and Puerto Rico","38,668.00","21,563.00",0.56,"17,105.00",0.44,647.00,1.70,600.00,1.60,"13,082.00",33.80,"11,502.00",29.70,"11,378.00",29.40,97.00,0.30,"1,362.00",3.50,"7,672.00",19.80,"1,176.00",3.00,"7,789.00",20.10,"14,983.00",100.00,2,2017-2018
United States,"37,667.00","20,945.00",0.56,"16,722.00",0.44,647.00,0.02,600.00,0.02,"12,083.00",0.32,"11,502.00",0.31,"11,376.00",0.30,97.00,0.0026,"1,362.00",0.04,"7,132.00",0.19,"1,176.00",0.03,"7,786.00",0.21,"14,568.00",100.00,2,2017-2018
Alabama,"1,094.00",603.00,0.55,491.00,0.45,17.00,1.60,5.00,0.50,81.00,7.40,552.00,50.50,427.00,39.00,1.00,0.10,11.00,1.00,125.00,11.40,8.00,0.70,61.00,5.60,361.00,100.00,2,2017-2018
Alaska,16.00,8.00,0.50,8.00,0.50,8.00,50.00,1.00,6.30,1.00,6.30,0.00,0.00,6.00,37.50,0.00,0.00,0.00,0.00,5.00,31.30,0.00,0.00,7.00,43.80,15.00,100.00,2,2017-2018
Arizona,585.00,308.00,0.53,277.00,0.47,53.00,9.10,5.00,0.90,300.00,51.30,30.00,5.10,181.00,30.90,3.00,0.50,13.00,2.20,79.00,13.50,5.00,0.90,99.00,16.90,287.00,100.00,2,2017-2018
Arkansas,391.00,214.00,0.55,177.00,0.45,2.00,0.50,2.00,0.50,44.00,11.30,105.00,26.90,228.00,58.30,6.00,1.50,4.00,1.00,57.00,14.60,39.00,10.00,38.00,9.70,220.00,100.00,2,2017-2018
California,"1,525.00",837.00,0.55,688.00,0.45,13.00,0.90,95.00,6.20,"1,006.00",66.00,123.00,8.10,228.00,15.00,7.00,0.50,53.00,3.50,186.00,12.20,6.00,0.40,709.00,46.50,827.00,100.00,2,2017-2018
Colorado,266.00,145.00,0.55,121.00,0.45,7.00,2.60,3.00,1.10,139.00,52.30,13.00,4.90,94.00,35.30,0.00,0.00,10.00,3.80,16.00,6.00,0.00,0.00,68.00,25.60,166.00,100.00,2,2017-2018
Connecticut,228.00,134.00,0.59,94.00,0.41,1.00,0.40,5.00,2.20,96.00,42.10,58.00,25.40,58.00,25.40,2.00,0.90,8.00,3.50,35.00,15.40,12.00,5.30,41.00,18.00,125.00,100.00,2,2017-2018
Delaware,118.00,59.00,0.50,59.00,0.50,0.00,0.00,0.00,0.00,26.00,22.00,60.00,50.80,29.00,24.60,0.00,0.00,3.00,2.50,27.00,22.90,0.00,0.00,24.00,20.30,59.00,100.00,2,2017-2018
District of Columbia,86.00,49.00,0.57,37.00,0.43,0.00,0.00,2.00,2.30,12.00,14.00,69.00,80.20,3.00,3.50,0.00,0.00,0.00,0.00,12.00,14.00,0.00,0.00,15.00,17.40,40.00,100.00,2,2017-2018
Florida,"4,788.00","2,802.00",0.59,"1,986.00",0.41,16.00,0.30,29.00,0.60,"1,699.00",35.50,"1,633.00",34.10,"1,248.00",26.10,6.00,0.10,157.00,3.30,"1,371.00",28.60,136.00,2.80,"1,298.00",27.10,"1,263.00",100.00,2,2017-2018
Georgia,"1,758.00","1,021.00",0.58,737.00,0.42,2.00,0.10,17.00,1.00,285.00,16.20,807.00,45.90,580.00,33.00,0.00,0.00,67.00,3.80,442.00,25.10,33.00,1.90,218.00,12.40,682.00,100.00,2,2017-2018
Hawaii,46.00,29.00,0.63,17.00,0.37,0.00,0.00,5.00,10.90,4.00,8.70,0.00,0.00,6.00,13.00,25.00,54.30,6.00,13.00,3.00,6.50,1.00,2.20,14.00,30.40,35.00,100.00,2,2017-2018
Idaho,58.00,36.00,0.62,22.00,0.38,0.00,0.00,0.00,0.00,15.00,25.90,2.00,3.40,40.00,69.00,0.00,0.00,1.00,1.70,8.00,13.80,4.00,6.90,4.00,6.90,72.00,100.00,2,2017-2018
Illinois,255.00,143.00,0.56,112.00,0.44,1.00,0.40,1.00,0.40,49.00,19.20,112.00,43.90,82.00,32.20,0.00,0.00,10.00,3.90,41.00,16.10,7.00,2.70,26.00,10.20,160.00,100.00,2,2017-2018
Indiana,566.00,308.00,0.54,258.00,0.46,0.00,0.00,5.00,0.90,65.00,11.50,154.00,27.20,294.00,51.90,0.00,0.00,48.00,8.50,103.00,18.20,7.00,1.20,37.00,6.50,345.00,100.00,2,2017-2018
Iowa,41.00,17.00,0.41,24.00,0.59,0.00,0.00,0.00,0.00,7.00,17.10,6.00,14.60,26.00,63.40,1.00,2.40,1.00,2.40,20.00,48.80,0.00,0.00,8.00,19.50,42.00,100.00,2,2017-2018
Kansas,42.00,23.00,0.55,19.00,0.45,1.00,2.40,1.00,2.40,19.00,45.20,2.00,4.80,14.00,33.30,0.00,0.00,5.00,11.90,8.00,19.00,0.00,0.00,15.00,35.70,37.00,100.00,2,2017-2018
Kentucky,988.00,513.00,0.52,475.00,0.48,0.00,0.00,5.00,0.50,53.00,5.40,54.00,5.50,825.00,83.50,1.00,0.10,50.00,5.10,299.00,30.30,2.00,0.20,42.00,4.30,348.00,100.00,2,2017-2018
Louisiana,"1,639.00",918.00,0.56,721.00,0.44,14.00,0.90,14.00,0.90,127.00,7.70,895.00,54.60,536.00,32.70,3.00,0.20,50.00,3.10,182.00,11.10,64.00,3.90,86.00,5.20,485.00,100.00,2,2017-2018
Maine,55.00,35.00,0.64,20.00,0.36,0.00,0.00,0.00,0.00,1.00,1.80,4.00,7.30,48.00,87.30,0.00,0.00,2.00,3.60,20.00,36.40,4.00,7.30,2.00,3.60,40.00,100.00,2,2017-2018
Maryland,265.00,156.00,0.59,109.00,0.41,0.00,0.00,3.00,1.10,48.00,18.10,165.00,62.30,43.00,16.20,0.00,0.00,6.00,2.30,49.00,18.50,8.00,3.00,27.00,10.20,221.00,100.00,2,2017-2018
Massachusetts,347.00,189.00,0.54,158.00,0.46,0.00,0.00,8.00,2.30,163.00,47.00,53.00,15.30,98.00,28.20,0.00,0.00,25.00,7.20,88.00,25.40,19.00,5.50,130.00,37.50,201.00,100.00,2,2017-2018
Michigan,887.00,491.00,0.55,396.00,0.45,5.00,0.60,27.00,3.00,90.00,10.10,421.00,47.50,303.00,34.20,1.00,0.10,40.00,4.50,132.00,14.90,3.00,0.30,89.00,10.00,405.00,100.00,2,2017-2018
Minnesota,72.00,34.00,0.47,38.00,0.53,9.00,12.50,18.00,25.00,4.00,5.60,17.00,23.60,17.00,23.60,0.00,0.00,7.00,9.70,13.00,18.10,1.00,1.40,25.00,34.70,40.00,100.00,2,2017-2018
Mississippi,"1,847.00","1,112.00",0.60,735.00,0.40,3.00,0.20,5.00,0.30,75.00,4.10,"1,258.00",68.10,487.00,26.40,0.00,0.00,19.00,1.00,259.00,14.00,5.00,0.30,64.00,3.50,347.00,100.00,2,2017-2018
Missouri,279.00,145.00,0.52,134.00,0.48,0.00,0.00,3.00,1.10,25.00,9.00,100.00,35.80,142.00,50.90,2.00,0.70,7.00,2.50,64.00,22.90,3.00,1.10,26.00,9.30,169.00,100.00,2,2017-2018
Montana,21.00,12.00,0.57,9.00,0.43,9.00,42.90,0.00,0.00,0.00,0.00,0.00,0.00,12.00,57.10,0.00,0.00,0.00,0.00,2.00,9.50,0.00,0.00,1.00,4.80,20.00,100.00,2,2017-2018
Nebraska,24.00,13.00,0.54,11.00,0.46,2.00,8.30,0.00,0.00,8.00,33.30,1.00,4.20,11.00,45.80,0.00,0.00,2.00,8.30,4.00,16.70,1.00,4.20,4.00,16.70,22.00,100.00,2,2017-2018
Nevada,412.00,204.00,0.50,208.00,0.50,2.00,0.50,3.00,0.70,205.00,49.80,86.00,20.90,91.00,22.10,5.00,1.20,20.00,4.90,45.00,10.90,14.00,3.40,145.00,35.20,156.00,100.00,2,2017-2018
New Hampshire,49.00,28.00,0.57,21.00,0.43,0.00,0.00,2.00,4.10,5.00,10.20,1.00,2.00,37.00,75.50,0.00,0.00,4.00,8.20,16.00,32.70,1.00,2.00,8.00,16.30,36.00,100.00,2,2017-2018
New Jersey,847.00,458.00,0.54,389.00,0.46,0.00,0.00,23.00,2.70,482.00,56.90,227.00,26.80,94.00,11.10,0.00,0.00,21.00,2.50,62.00,7.30,25.00,3.00,199.00,23.50,334.00,100.00,2,2017-2018
New Mexico,363.00,190.00,0.52,173.00,0.48,50.00,13.80,2.00,0.60,224.00,61.70,6.00,1.70,76.00,20.90,0.00,0.00,5.00,1.40,58.00,16.00,4.00,1.10,100.00,27.50,167.00,100.00,2,2017-2018
New York,"2,769.00","1,488.00",0.54,"1,281.00",0.46,28.00,1.00,118.00,4.30,"1,309.00",47.30,921.00,33.30,360.00,13.00,5.00,0.20,28.00,1.00,590.00,21.30,28.00,1.00,763.00,27.60,876.00,100.00,2,2017-2018
North Carolina,"1,945.00","1,079.00",0.55,866.00,0.45,75.00,3.90,26.00,1.30,426.00,21.90,709.00,36.50,612.00,31.50,2.00,0.10,95.00,4.90,395.00,20.30,7.00,0.40,300.00,15.40,729.00,100.00,2,2017-2018
North Dakota,14.00,9.00,0.64,5.00,0.36,2.00,14.30,0.00,0.00,2.00,14.30,2.00,14.30,8.00,57.10,0.00,0.00,0.00,0.00,5.00,35.70,0.00,0.00,0.00,0.00,12.00,100.00,2,2017-2018
Ohio,"1,095.00",579.00,0.53,516.00,0.47,2.00,0.20,17.00,1.60,107.00,9.80,383.00,35.00,492.00,44.90,0.00,0.00,94.00,8.60,177.00,16.20,16.00,1.50,97.00,8.90,485.00,100.00,2,2017-2018
Oklahoma,"1,778.00",860.00,0.48,918.00,0.52,284.00,16.00,15.00,0.80,217.00,12.20,207.00,11.60,860.00,48.40,13.00,0.70,182.00,10.20,482.00,27.10,20.00,1.10,197.00,11.10,595.00,100.00,2,2017-2018
Oregon,91.00,55.00,0.60,36.00,0.40,2.00,2.20,2.00,2.20,17.00,18.70,0.00,0.00,64.00,70.30,1.00,1.10,5.00,5.50,21.00,23.10,1.00,1.10,8.00,8.80,51.00,100.00,2,2017-2018
Pennsylvania,630.00,361.00,0.57,269.00,0.43,2.00,0.30,10.00,1.60,85.00,13.50,222.00,35.20,273.00,43.30,0.00,0.00,38.00,6.00,129.00,20.50,8.00,1.30,32.00,5.10,311.00,100.00,2,2017-2018
Rhode Island,63.00,38.00,0.60,25.00,0.40,1.00,1.60,7.00,11.10,18.00,28.60,10.00,15.90,25.00,39.70,0.00,0.00,2.00,3.20,24.00,38.10,5.00,7.90,16.00,25.40,38.00,100.00,2,2017-2018
South Carolina,778.00,486.00,0.62,292.00,0.38,3.00,0.40,3.00,0.40,64.00,8.20,346.00,44.50,306.00,39.30,0.00,0.00,56.00,7.20,213.00,27.40,13.00,1.70,63.00,8.10,320.00,100.00,2,2017-2018
South Dakota,25.00,14.00,0.56,11.00,0.44,8.00,32.00,0.00,0.00,4.00,16.00,1.00,4.00,9.00,36.00,0.00,0.00,3.00,12.00,6.00,24.00,0.00,0.00,2.00,8.00,20.00,100.00,2,2017-2018
Tennessee,766.00,441.00,0.58,325.00,0.42,0.00,0.00,4.00,0.50,60.00,7.80,325.00,42.40,361.00,47.10,0.00,0.00,16.00,2.10,109.00,14.20,15.00,2.00,49.00,6.40,343.00,100.00,2,2017-2018
Texas,"6,421.00","3,555.00",0.55,"2,866.00",0.45,12.00,0.20,76.00,1.20,"4,179.00",65.10,978.00,15.20,"1,063.00",16.60,10.00,0.20,103.00,1.60,822.00,12.80,630.00,9.80,"2,433.00",37.90,"2,241.00",100.00,2,2017-2018
Utah,42.00,22.00,0.52,20.00,0.48,1.00,2.40,1.00,2.40,10.00,23.80,1.00,2.40,26.00,61.90,1.00,2.40,2.00,4.80,11.00,26.20,0.00,0.00,4.00,9.50,37.00,100.00,2,2017-2018
Vermont,6.00,3.00,0.50,3.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,100.00,0.00,0.00,0.00,0.00,2.00,33.30,1.00,16.70,0.00,0.00,6.00,100.00,2,2017-2018
Virginia,894.00,518.00,0.58,376.00,0.42,1.00,0.10,26.00,2.90,145.00,16.20,344.00,38.50,319.00,35.70,2.00,0.20,57.00,6.40,220.00,24.60,13.00,1.50,139.00,15.50,478.00,100.00,2,2017-2018
Washington,163.00,79.00,0.48,84.00,0.52,8.00,4.90,1.00,0.60,58.00,35.60,4.00,2.50,77.00,47.20,0.00,0.00,15.00,9.20,42.00,25.80,4.00,2.50,41.00,25.20,122.00,100.00,2,2017-2018
West Virginia,152.00,81.00,0.53,71.00,0.47,0.00,0.00,0.00,0.00,2.00,1.30,7.00,4.60,134.00,88.20,0.00,0.00,9.00,5.90,40.00,26.30,3.00,2.00,0.00,0.00,111.00,100.00,2,2017-2018
