State,Total Students,Number_Male,Percent_Male,Number_Female,Percent_Female,Number_American Indian or Alaska Native,"Percent_American Indian or
Alaska Native",Number_Asian,Percent_Asian,Number_Hispanic or Latino of any race,Percent_Hispanic or Latino of any race,Number_Black or African American,Percent_Black or African American,Number_White,Percent_White,Number_Native Hawaiian or Other Pacific Islander,Percent_Native Hawaiian or Other Pacific Islander,Number_Two or more races,Percent_Two or more races,Number_Students With Disabilities Served Under IDEA,Percent_Students With Disabilities Served Under IDEA,Number_Students With Disabilities Served Only Under Section 504,Percent_Students With Disabilities Served Only Under Section 504,Number_English Language Learners,Percent_English Language Learners,Number of Schools,Percent of Schools Reporting,Grade,Academic Year
Connecticut,133.00,66.00,0.50,67.00,0.50,2.00,1.50,2.00,1.50,44.00,33.10,53.00,39.80,28.00,21.10,0.00,0.00,4.00,3.00,23.00,17.30,4.00,3.00,22.00,16.50,65.00,100.00,4,2013-2014
Delaware,43.00,31.00,0.72,12.00,0.28,1.00,2.30,2.00,4.70,11.00,25.60,16.00,37.20,11.00,25.60,0.00,0.00,2.00,4.70,14.00,32.60,1.00,2.30,5.00,11.60,26.00,100.00,4,2013-2014
District of Columbia,30.00,16.00,0.53,14.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,27.00,90.00,2.00,6.70,0.00,0.00,1.00,3.30,0.00,0.00,2.00,6.70,0.00,0.00,14.00,100.00,4,2013-2014
Florida,"2,052.00","1,185.00",0.58,867.00,0.42,4.00,0.20,29.00,1.40,591.00,28.80,896.00,43.70,466.00,22.70,2.00,0.10,63.00,3.10,503.00,24.50,118.00,5.80,399.00,19.40,562.00,100.00,4,2013-2014
Georgia,"3,381.00","1,858.00",0.55,"1,523.00",0.45,6.00,0.20,110.00,3.30,707.00,20.90,"2,021.00",59.80,438.00,13.00,5.00,0.10,94.00,2.80,392.00,11.60,73.00,2.20,665.00,19.70,556.00,100.00,4,2013-2014
Hawaii,59.00,34.00,0.58,25.00,0.42,2.00,3.40,14.00,23.70,4.00,6.80,0.00,0.00,23.00,39.00,15.00,25.40,1.00,1.70,4.00,6.80,1.00,1.70,5.00,8.50,20.00,100.00,4,2013-2014
Idaho,26.00,16.00,0.62,10.00,0.38,1.00,3.80,1.00,3.80,7.00,26.90,0.00,0.00,17.00,65.40,0.00,0.00,0.00,0.00,6.00,23.10,1.00,3.80,4.00,15.40,20.00,100.00,4,2013-2014
Illinois,214.00,130.00,0.61,84.00,0.39,0.00,0.00,1.00,0.50,40.00,18.70,118.00,55.10,50.00,23.40,0.00,0.00,5.00,2.30,36.00,16.80,5.00,2.30,19.00,8.90,123.00,100.00,4,2013-2014
Indiana,248.00,138.00,0.56,110.00,0.44,0.00,0.00,2.00,0.80,40.00,16.10,79.00,31.90,118.00,47.60,0.00,0.00,9.00,3.60,44.00,17.70,6.00,2.40,19.00,7.70,192.00,100.00,4,2013-2014
Iowa,12.00,6.00,0.50,6.00,0.50,0.00,0.00,1.00,8.30,0.00,0.00,3.00,25.00,8.00,66.70,0.00,0.00,0.00,0.00,4.00,33.30,0.00,0.00,2.00,16.70,14.00,100.00,4,2013-2014
Kansas,35.00,21.00,0.60,14.00,0.40,2.00,5.70,0.00,0.00,8.00,22.90,0.00,0.00,25.00,71.40,0.00,0.00,0.00,0.00,9.00,25.70,0.00,0.00,8.00,22.90,26.00,100.00,4,2013-2014
Kentucky,184.00,117.00,0.64,67.00,0.36,0.00,0.00,0.00,0.00,3.00,1.60,15.00,8.20,161.00,87.50,0.00,0.00,5.00,2.70,31.00,16.80,0.00,0.00,2.00,1.10,105.00,100.00,4,2013-2014
Louisiana,"4,766.00","2,736.00",0.57,"2,030.00",0.43,49.00,1.00,16.00,0.30,146.00,3.10,"3,187.00",66.90,"1,287.00",27.00,5.00,0.10,78.00,1.60,780.00,16.40,620.00,13.00,125.00,2.60,579.00,100.00,4,2013-2014
Maine,33.00,15.00,0.45,18.00,0.55,0.00,0.00,1.00,3.00,4.00,12.10,0.00,0.00,28.00,84.80,0.00,0.00,0.00,0.00,18.00,54.50,0.00,0.00,2.00,6.10,25.00,100.00,4,2013-2014
Maryland,129.00,82.00,0.64,47.00,0.36,1.00,0.80,2.00,1.60,17.00,13.20,87.00,67.40,19.00,14.70,0.00,0.00,3.00,2.30,17.00,13.20,11.00,8.50,10.00,7.80,87.00,100.00,4,2013-2014
Massachusetts,286.00,153.00,0.53,133.00,0.47,0.00,0.00,14.00,4.90,89.00,31.10,22.00,7.70,151.00,52.80,0.00,0.00,10.00,3.50,54.00,18.90,13.00,4.50,45.00,15.70,134.00,100.00,4,2013-2014
Michigan,371.00,220.00,0.59,151.00,0.41,2.00,0.50,5.00,1.30,33.00,8.90,214.00,57.70,105.00,28.30,0.00,0.00,12.00,3.20,55.00,14.80,5.00,1.30,43.00,11.60,214.00,100.00,4,2013-2014
Minnesota,333.00,174.00,0.52,159.00,0.48,3.00,0.90,24.00,7.20,51.00,15.30,75.00,22.50,177.00,53.20,1.00,0.30,2.00,0.60,50.00,15.00,0.00,0.00,49.00,14.70,34.00,100.00,4,2013-2014
Mississippi,884.00,541.00,0.61,343.00,0.39,3.00,0.30,2.00,0.20,22.00,2.50,583.00,66.00,269.00,30.40,1.00,0.10,4.00,0.50,50.00,5.70,2.00,0.20,9.00,1.00,240.00,100.00,4,2013-2014
Missouri,190.00,111.00,0.58,79.00,0.42,1.00,0.50,1.00,0.50,12.00,6.30,94.00,49.50,74.00,38.90,0.00,0.00,8.00,4.20,23.00,12.10,1.00,0.50,9.00,4.70,108.00,100.00,4,2013-2014
Montana,15.00,11.00,0.73,4.00,0.27,6.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,60.00,0.00,0.00,0.00,0.00,3.00,20.00,0.00,0.00,2.00,13.30,16.00,100.00,4,2013-2014
Nebraska,12.00,9.00,0.75,3.00,0.25,1.00,8.30,0.00,0.00,3.00,25.00,0.00,0.00,8.00,66.70,0.00,0.00,0.00,0.00,7.00,58.30,0.00,0.00,2.00,16.70,9.00,100.00,4,2013-2014
Nevada,138.00,75.00,0.54,63.00,0.46,1.00,0.70,7.00,5.10,60.00,43.50,26.00,18.80,33.00,23.90,2.00,1.40,9.00,6.50,26.00,18.80,3.00,2.20,44.00,31.90,81.00,100.00,4,2013-2014
New Hampshire,18.00,14.00,0.78,4.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,2.00,11.10,16.00,88.90,0.00,0.00,0.00,0.00,10.00,55.60,1.00,5.60,2.00,11.10,14.00,100.00,4,2013-2014
New Jersey,664.00,391.00,0.59,273.00,0.41,2.00,0.30,20.00,3.00,357.00,53.80,205.00,30.90,74.00,11.10,2.00,0.30,4.00,0.60,96.00,14.50,7.00,1.10,128.00,19.30,252.00,100.00,4,2013-2014
New Mexico,118.00,65.00,0.55,53.00,0.45,25.00,21.20,0.00,0.00,64.00,54.20,4.00,3.40,25.00,21.20,0.00,0.00,0.00,0.00,10.00,8.50,2.00,1.70,20.00,16.90,77.00,100.00,4,2013-2014
New York,"1,461.00",795.00,0.54,666.00,0.46,9.00,0.60,60.00,4.10,583.00,39.90,603.00,41.30,191.00,13.10,3.00,0.20,12.00,0.80,224.00,15.30,14.00,1.00,261.00,17.90,625.00,100.00,4,2013-2014
North Carolina,962.00,555.00,0.58,407.00,0.42,21.00,2.20,7.00,0.70,164.00,17.00,403.00,41.90,327.00,34.00,0.00,0.00,40.00,4.20,181.00,18.80,25.00,2.60,103.00,10.70,406.00,100.00,4,2013-2014
North Dakota,8.00,4.00,0.50,4.00,0.50,1.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,7.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,2.00,25.00,2.00,25.00,8.00,100.00,4,2013-2014
Ohio,483.00,286.00,0.59,197.00,0.41,0.00,0.00,3.00,0.60,22.00,4.60,233.00,48.20,196.00,40.60,0.00,0.00,29.00,6.00,87.00,18.00,7.00,1.40,19.00,3.90,228.00,100.00,4,2013-2014
Oklahoma,394.00,238.00,0.60,156.00,0.40,55.00,14.00,9.00,2.30,76.00,19.30,56.00,14.20,182.00,46.20,3.00,0.80,13.00,3.30,82.00,20.80,4.00,1.00,53.00,13.50,244.00,100.00,4,2013-2014
Oregon,45.00,29.00,0.64,16.00,0.36,2.00,4.40,2.00,4.40,10.00,22.20,0.00,0.00,29.00,64.40,2.00,4.40,0.00,0.00,16.00,35.60,1.00,2.20,11.00,24.40,39.00,100.00,4,2013-2014
Pennsylvania,379.00,207.00,0.55,172.00,0.45,0.00,0.00,5.00,1.30,40.00,10.60,167.00,44.10,153.00,40.40,0.00,0.00,14.00,3.70,98.00,25.90,11.00,2.90,15.00,4.00,223.00,100.00,4,2013-2014
Rhode Island,22.00,12.00,0.55,10.00,0.45,0.00,0.00,2.00,9.10,9.00,40.90,2.00,9.10,8.00,36.40,0.00,0.00,1.00,4.50,6.00,27.30,0.00,0.00,6.00,27.30,12.00,100.00,4,2013-2014
South Carolina,322.00,207.00,0.64,115.00,0.36,2.00,0.60,1.00,0.30,22.00,6.80,164.00,50.90,122.00,37.90,1.00,0.30,10.00,3.10,81.00,25.20,10.00,3.10,16.00,5.00,158.00,100.00,4,2013-2014
South Dakota,25.00,15.00,0.60,10.00,0.40,11.00,44.00,2.00,8.00,0.00,0.00,2.00,8.00,7.00,28.00,0.00,0.00,3.00,12.00,8.00,32.00,0.00,0.00,0.00,0.00,38.00,100.00,4,2013-2014
Tennessee,558.00,349.00,0.63,209.00,0.37,1.00,0.20,3.00,0.50,33.00,5.90,360.00,64.50,151.00,27.10,0.00,0.00,10.00,1.80,59.00,10.60,4.00,0.70,35.00,6.30,213.00,97.70,4,2013-2014
Texas,"3,920.00","2,332.00",0.59,"1,588.00",0.41,9.00,0.20,46.00,1.20,"2,454.00",62.60,740.00,18.90,609.00,15.50,5.00,0.10,57.00,1.50,303.00,7.70,371.00,9.50,"1,373.00",35.00,"2,038.00",100.00,4,2013-2014
Utah,19.00,10.00,0.53,9.00,0.47,0.00,0.00,0.00,0.00,3.00,15.80,2.00,10.50,14.00,73.70,0.00,0.00,0.00,0.00,8.00,42.10,0.00,0.00,2.00,10.50,14.00,100.00,4,2013-2014
Vermont,13.00,10.00,0.77,3.00,0.23,0.00,0.00,2.00,15.40,0.00,0.00,0.00,0.00,11.00,84.60,0.00,0.00,0.00,0.00,8.00,61.50,0.00,0.00,2.00,15.40,10.00,100.00,4,2013-2014
Virginia,477.00,288.00,0.60,189.00,0.40,1.00,0.20,7.00,1.50,50.00,10.50,242.00,50.70,160.00,33.50,0.00,0.00,17.00,3.60,99.00,20.80,18.00,3.80,38.00,8.00,281.00,100.00,4,2013-2014
Washington,100.00,65.00,0.65,35.00,0.35,0.00,0.00,4.00,4.00,29.00,29.00,12.00,12.00,48.00,48.00,0.00,0.00,7.00,7.00,29.00,29.00,1 to 3,,23.00,23.00,82.00,100.00,4,2013-2014
West Virginia,59.00,36.00,0.61,23.00,0.39,0.00,0.00,0.00,0.00,3.00,5.10,4.00,6.80,48.00,81.40,0.00,0.00,4.00,6.80,15.00,25.40,1.00,1.70,2.00,3.40,81.00,100.00,4,2013-2014
Wisconsin,96.00,61.00,0.64,35.00,0.36,1.00,1.00,4.00,4.20,23.00,24.00,51.00,53.10,17.00,17.70,0.00,0.00,0.00,0.00,19.00,19.80,0.00,0.00,16.00,16.70,53.00,100.00,4,2013-2014
Wyoming,4.00,4.00,1.00,0.00,0.00,1.00,25.00,0.00,0.00,2.00,50.00,0.00,0.00,1.00,25.00,0.00,0.00,0.00,0.00,1.00,25.00,0.00,0.00,2.00,50.00,5.00,100.00,4,2013-2014
United States,"20,485.00","12,039.00",0.59,"8,446.00",0.41,201.00,1.00,384.00,1.90,"6,607.00",32.30,"7,438.00",36.30,"5,423.00",26.50,58.00,0.30,374.00,1.80,"3,457.00",16.90,"1,001.00",4.90,"3,717.00",18.10,"7,967.00",100.00,5,2013-2014
Alabama,389.00,256.00,0.66,133.00,0.34,2.00,0.50,1.00,0.30,21.00,5.40,199.00,51.20,161.00,41.40,0.00,0.00,5.00,1.30,47.00,12.10,6.00,1.50,12.00,3.10,208.00,100.00,5,2013-2014
Alaska,25.00,16.00,0.64,9.00,0.36,13.00,52.00,0.00,0.00,0.00,0.00,2.00,8.00,10.00,40.00,0.00,0.00,0.00,0.00,8.00,32.00,0.00,0.00,9.00,36.00,53.00,100.00,5,2013-2014
Arizona,253.00,178.00,0.70,75.00,0.30,31.00,12.30,4.00,1.60,114.00,45.10,19.00,7.50,79.00,31.20,0.00,0.00,6.00,2.40,26.00,10.30,8.00,3.20,60.00,23.70,132.00,100.00,5,2013-2014
Arkansas,74.00,41.00,0.55,33.00,0.45,2.00,2.70,0.00,0.00,9.00,12.20,18.00,24.30,41.00,55.40,2.00,2.70,2.00,2.70,10.00,13.50,5.00,6.80,10.00,13.50,54.00,100.00,5,2013-2014
California,543.00,343.00,0.63,200.00,0.37,3.00,0.60,39.00,7.20,320.00,58.90,55.00,10.10,108.00,19.90,2.00,0.40,16.00,2.90,130.00,23.90,7.00,1.30,191.00,35.20,419.00,100.00,5,2013-2014
Colorado,144.00,82.00,0.57,62.00,0.43,3.00,2.10,5.00,3.50,54.00,37.50,8.00,5.60,66.00,45.80,2.00,1.40,6.00,4.20,29.00,20.10,6.00,4.20,28.00,19.40,102.00,100.00,5,2013-2014
Connecticut,142.00,86.00,0.61,56.00,0.39,0.00,0.00,3.00,2.10,52.00,36.60,70.00,49.30,15.00,10.60,0.00,0.00,2.00,1.40,26.00,18.30,10.00,7.00,24.00,16.90,46.00,100.00,5,2013-2014
Delaware,39.00,30.00,0.77,9.00,0.23,0.00,0.00,0.00,0.00,8.00,20.50,14.00,35.90,17.00,43.60,0.00,0.00,0.00,0.00,10.00,25.60,2.00,5.10,0.00,0.00,25.00,100.00,5,2013-2014
District of Columbia,30.00,15.00,0.50,15.00,0.50,0.00,0.00,0.00,0.00,5.00,16.70,25.00,83.30,0.00,0.00,0.00,0.00,0.00,0.00,2.00,6.70,0.00,0.00,5.00,16.70,19.00,100.00,5,2013-2014
Florida,"1,246.00",729.00,0.59,517.00,0.41,4.00,0.30,15.00,1.20,324.00,26.00,525.00,42.10,335.00,26.90,2.00,0.20,40.00,3.20,375.00,30.10,68.00,5.50,163.00,13.10,380.00,100.00,5,2013-2014
Georgia,"3,599.00","2,048.00",0.57,"1,551.00",0.43,6.00,0.20,116.00,3.20,563.00,15.60,"2,317.00",64.40,520.00,14.40,5.00,0.10,72.00,2.00,669.00,18.60,80.00,2.20,483.00,13.40,592.00,100.00,5,2013-2014
Hawaii,68.00,45.00,0.66,23.00,0.34,0.00,0.00,11.00,16.20,8.00,11.80,2.00,2.90,18.00,26.50,26.00,38.20,3.00,4.40,10.00,14.70,3.00,4.40,7.00,10.30,31.00,100.00,5,2013-2014
Idaho,34.00,17.00,0.50,17.00,0.50,2.00,5.90,0.00,0.00,8.00,23.50,0.00,0.00,24.00,70.60,0.00,0.00,0.00,0.00,6.00,17.60,0.00,0.00,4.00,11.80,25.00,100.00,5,2013-2014
Illinois,156.00,114.00,0.73,42.00,0.27,0.00,0.00,2.00,1.30,21.00,13.50,63.00,40.40,61.00,39.10,0.00,0.00,9.00,5.80,26.00,16.70,3.00,1.90,11.00,7.10,108.00,100.00,5,2013-2014
Indiana,343.00,112.00,0.33,231.00,0.67,1.00,0.30,4.00,1.20,27.00,7.90,60.00,17.50,245.00,71.40,0.00,0.00,6.00,1.70,106.00,30.90,6.00,1.70,21.00,6.10,189.00,100.00,5,2013-2014
Iowa,26.00,14.00,0.54,12.00,0.46,0.00,0.00,2.00,7.70,4.00,15.40,5.00,19.20,14.00,53.80,0.00,0.00,1.00,3.80,11.00,42.30,0.00,0.00,3.00,11.50,20.00,100.00,5,2013-2014
Kansas,24.00,15.00,0.63,9.00,0.38,0.00,0.00,0.00,0.00,8.00,33.30,2.00,8.30,13.00,54.20,0.00,0.00,1.00,4.20,12.00,50.00,0.00,0.00,2.00,8.30,20.00,100.00,5,2013-2014
Kentucky,132.00,99.00,0.75,33.00,0.25,0.00,0.00,0.00,0.00,3.00,2.30,11.00,8.30,118.00,89.40,0.00,0.00,0.00,0.00,25.00,18.90,0.00,0.00,3.00,2.30,86.00,100.00,5,2013-2014
Louisiana,830.00,526.00,0.63,304.00,0.37,4.00,0.50,3.00,0.40,32.00,3.90,448.00,54.00,333.00,40.10,0.00,0.00,10.00,1.20,92.00,11.10,145.00,17.50,17.00,2.00,322.00,100.00,5,2013-2014
Maine,21.00,12.00,0.57,9.00,0.43,1.00,4.80,0.00,0.00,0.00,0.00,0.00,0.00,20.00,95.20,0.00,0.00,0.00,0.00,9.00,42.90,0.00,0.00,2.00,9.50,17.00,100.00,5,2013-2014
Maryland,103.00,73.00,0.71,30.00,0.29,1.00,1.00,1.00,1.00,12.00,11.70,74.00,71.80,12.00,11.70,1.00,1.00,2.00,1.90,17.00,16.50,9.00,8.70,0.00,0.00,68.00,100.00,5,2013-2014
Massachusetts,343.00,184.00,0.54,159.00,0.46,2.00,0.60,10.00,2.90,83.00,24.20,84.00,24.50,156.00,45.50,0.00,0.00,8.00,2.30,77.00,22.40,20.00,5.80,76.00,22.20,126.00,100.00,5,2013-2014
Michigan,354.00,226.00,0.64,128.00,0.36,0.00,0.00,3.00,0.80,32.00,9.00,194.00,54.80,116.00,32.80,0.00,0.00,9.00,2.50,63.00,17.80,2.00,0.60,30.00,8.50,173.00,100.00,5,2013-2014
Minnesota,336.00,160.00,0.48,176.00,0.52,5.00,1.50,21.00,6.30,30.00,8.90,79.00,23.50,196.00,58.30,3.00,0.90,2.00,0.60,54.00,16.10,2.00,0.60,41.00,12.20,22.00,100.00,5,2013-2014
Mississippi,722.00,460.00,0.64,262.00,0.36,1.00,0.10,0.00,0.00,16.00,2.20,450.00,62.30,254.00,35.20,0.00,0.00,1.00,0.10,26.00,3.60,4.00,0.60,10.00,1.40,196.00,100.00,5,2013-2014
Missouri,109.00,69.00,0.63,40.00,0.37,0.00,0.00,1.00,0.90,8.00,7.30,44.00,40.40,56.00,51.40,0.00,0.00,0.00,0.00,18.00,16.50,0.00,0.00,8.00,7.30,75.00,100.00,5,2013-2014
Montana,17.00,11.00,0.65,6.00,0.35,7.00,41.20,0.00,0.00,0.00,0.00,0.00,0.00,10.00,58.80,0.00,0.00,0.00,0.00,2.00,11.80,0.00,0.00,6.00,35.30,15.00,100.00,5,2013-2014
Nebraska,13.00,9.00,0.69,4.00,0.31,3.00,23.10,0.00,0.00,0.00,0.00,3.00,23.10,7.00,53.80,0.00,0.00,0.00,0.00,7.00,53.80,0.00,0.00,2.00,15.40,8.00,100.00,5,2013-2014
Nevada,73.00,39.00,0.53,34.00,0.47,0.00,0.00,2.00,2.70,33.00,45.20,9.00,12.30,26.00,35.60,0.00,0.00,3.00,4.10,18.00,24.70,4.00,5.50,20.00,27.40,45.00,100.00,5,2013-2014
New Hampshire,9.00,4.00,0.44,5.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,88.90,0.00,0.00,1.00,11.10,6.00,66.70,2.00,22.20,0.00,0.00,7.00,100.00,5,2013-2014
New Jersey,587.00,365.00,0.62,222.00,0.38,0.00,0.00,20.00,3.40,278.00,47.40,219.00,37.30,69.00,11.80,0.00,0.00,1.00,0.20,102.00,17.40,10.00,1.70,70.00,11.90,199.00,100.00,5,2013-2014
New Mexico,60.00,28.00,0.47,32.00,0.53,12.00,20.00,0.00,0.00,32.00,53.30,2.00,3.30,14.00,23.30,0.00,0.00,0.00,0.00,16.00,26.70,0.00,0.00,18.00,30.00,58.00,100.00,5,2013-2014
New York,"1,085.00",657.00,0.61,428.00,0.39,3.00,0.30,31.00,2.90,403.00,37.10,482.00,44.40,151.00,13.90,5.00,0.50,10.00,0.90,185.00,17.10,38.00,3.50,171.00,15.80,425.00,100.00,5,2013-2014
North Carolina,674.00,419.00,0.62,255.00,0.38,8.00,1.20,5.00,0.70,117.00,17.40,271.00,40.20,255.00,37.80,1.00,0.10,17.00,2.50,180.00,26.70,23.00,3.40,50.00,7.40,326.00,100.00,5,2013-2014
North Dakota,5.00,,,,0.00,0.00,0.00,0.00,0.00,2.00,40.00,0.00,0.00,3.00,60.00,0.00,0.00,0.00,0.00,2.00,40.00,0.00,0.00,2.00,40.00,6.00,100.00,5,2013-2014
Ohio,367.00,208.00,,159.00,0.43,2.00,0.50,4.00,1.10,28.00,7.60,161.00,43.90,154.00,42.00,0.00,0.00,18.00,4.90,71.00,19.30,9.00,2.50,23.00,6.30,182.00,100.00,5,2013-2014
Oklahoma,234.00,154.00,,80.00,0.34,48.00,20.50,2.00,0.90,40.00,17.10,26.00,11.10,104.00,44.40,3.00,1.30,11.00,4.70,59.00,25.20,6.00,2.60,28.00,12.00,178.00,100.00,5,2013-2014
Oregon,46.00,31.00,,15.00,0.33,1.00,2.20,3.00,6.50,3.00,6.50,2.00,4.30,34.00,73.90,1.00,2.20,2.00,4.30,21.00,45.70,3.00,6.50,5.00,10.90,36.00,100.00,5,2013-2014
Pennsylvania,340.00,220.00,,120.00,0.35,0.00,0.00,3.00,0.90,43.00,12.60,131.00,38.50,151.00,44.40,0.00,0.00,12.00,3.50,90.00,26.50,6.00,1.80,16.00,4.70,185.00,100.00,5,2013-2014
Rhode Island,27.00,13.00,,14.00,0.52,1.00,3.70,2.00,7.40,9.00,33.30,5.00,18.50,8.00,29.60,0.00,0.00,2.00,7.40,7.00,25.90,2.00,7.40,9.00,33.30,18.00,100.00,5,2013-2014
South Carolina,247.00,156.00,,91.00,0.37,0.00,0.00,0.00,0.00,20.00,8.10,126.00,51.00,96.00,38.90,0.00,0.00,5.00,2.00,73.00,29.60,2.00,0.80,16.00,6.50,117.00,100.00,5,2013-2014
South Dakota,30.00,21.00,,9.00,0.30,7.00,23.30,2.00,6.70,2.00,6.70,4.00,13.30,12.00,40.00,0.00,0.00,3.00,10.00,8.00,26.70,0.00,0.00,6.00,20.00,42.00,100.00,5,2013-2014
Tennessee,469.00,321.00,,148.00,0.32,0.00,0.00,1.00,0.20,61.00,13.00,267.00,56.90,139.00,29.60,0.00,0.00,1.00,0.20,66.00,14.10,14.00,3.00,38.00,8.10,174.00,98.30,5,2013-2014
Texas,"5,614.00","3,144.00",,"2,470.00",0.44,21.00,0.40,52.00,0.90,"3,722.00",66.30,822.00,14.60,929.00,16.50,0.00,0.00,66.00,1.20,510.00,9.10,476.00,8.50,"1,976.00",35.20,"2,036.00",100.00,5,2013-2014
Utah,15.00,8.00,,7.00,0.47,0.00,0.00,1.00,6.70,0.00,0.00,0.00,0.00,14.00,93.30,0.00,0.00,0.00,0.00,6.00,40.00,0.00,0.00,2.00,13.30,13.00,100.00,5,2013-2014
Vermont,8.00,4.00,,4.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00,0.00,2.00,25.00,0.00,0.00,0.00,0.00,7.00,100.00,5,2013-2014
Virginia,261.00,149.00,,112.00,0.43,1.00,0.40,9.00,3.40,26.00,10.00,97.00,37.20,112.00,42.90,2.00,0.80,14.00,5.40,83.00,31.80,11.00,4.20,20.00,7.70,203.00,100.00,5,2013-2014
Washington,93.00,52.00,,41.00,0.44,6.00,6.50,3.00,3.20,14.00,15.10,7.00,7.50,58.00,62.40,0.00,0.00,5.00,5.40,28.00,30.10,5.00,5.40,7.00,7.50,65.00,100.00,5,2013-2014
West Virginia,53.00,32.00,,21.00,0.40,0.00,0.00,0.00,0.00,2.00,3.80,4.00,7.50,47.00,88.70,0.00,0.00,0.00,0.00,12.00,22.60,4.00,7.50,0.00,0.00,68.00,100.00,5,2013-2014
Wisconsin,68.00,39.00,,29.00,0.43,0.00,0.00,3.00,4.40,10.00,14.70,32.00,47.10,21.00,30.90,0.00,0.00,2.00,2.90,17.00,25.00,0.00,0.00,12.00,17.60,42.00,100.00,5,2013-2014
Wyoming,5.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00,0.00,2.00,40.00,0.00,0.00,0.00,0.00,4.00,100.00,5,2013-2014
United States,"25,357.00","17,045.00",,"8,312.00",0.33,222.00,0.90,336.00,1.30,"5,513.00",21.70,"11,355.00",44.80,"7,266.00",28.70,104.00,0.40,561.00,2.20,"3,977.00",15.70,"1,226.00",4.80,"2,047.00",8.10,"7,004.00",100.00,6,2013-2014
Alabama,611.00,428.00,,183.00,0.30,6.00,1.00,2.00,0.30,28.00,4.60,346.00,56.60,221.00,36.20,1.00,0.20,7.00,1.10,41.00,6.70,4.00,0.70,13.00,2.10,171.00,100.00,6,2013-2014
Alaska,21.00,12.00,,9.00,0.43,11.00,52.40,2.00,9.50,0.00,0.00,2.00,9.50,5.00,23.80,0.00,0.00,1.00,4.80,3.00,14.30,0.00,0.00,8.00,38.10,45.00,100.00,6,2013-2014
Arizona,299.00,209.00,,90.00,0.30,18.00,6.00,6.00,2.00,119.00,39.80,24.00,8.00,123.00,41.10,1.00,0.30,8.00,2.70,33.00,11.00,9.00,3.00,21.00,7.00,132.00,100.00,6,2013-2014
Arkansas,117.00,85.00,,32.00,0.27,0.00,0.00,2.00,1.70,10.00,8.50,57.00,48.70,46.00,39.30,1.00,0.90,1.00,0.90,17.00,14.50,9.00,7.70,9.00,7.70,54.00,100.00,6,2013-2014
California,341.00,228.00,,113.00,0.33,1.00,0.30,28.00,8.20,188.00,55.10,39.00,11.40,72.00,21.10,3.00,0.90,10.00,2.90,68.00,19.90,9.00,2.60,104.00,30.50,280.00,100.00,6,2013-2014
Colorado,207.00,138.00,,69.00,0.33,2.00,1.00,6.00,2.90,93.00,44.90,18.00,8.70,82.00,39.60,0.00,0.00,6.00,2.90,43.00,20.80,5.00,2.40,52.00,25.10,108.00,100.00,6,2013-2014
Connecticut,146.00,104.00,,42.00,0.29,0.00,0.00,2.00,1.40,64.00,43.80,57.00,39.00,20.00,13.70,0.00,0.00,3.00,2.10,25.00,17.10,5.00,3.40,17.00,11.60,48.00,100.00,6,2013-2014
Delaware,97.00,69.00,,28.00,0.29,0.00,0.00,0.00,0.00,13.00,13.40,56.00,57.70,26.00,26.80,0.00,0.00,2.00,2.10,19.00,19.60,3.00,3.10,5.00,5.20,27.00,100.00,6,2013-2014
District of Columbia,72.00,44.00,,28.00,0.39,0.00,0.00,2.00,2.80,4.00,5.60,64.00,88.90,0.00,0.00,0.00,0.00,2.00,2.80,22.00,30.60,0.00,0.00,3.00,4.20,21.00,100.00,6,2013-2014
Florida,"2,808.00","2,032.00",,776.00,0.28,14.00,0.50,14.00,0.50,713.00,25.40,"1,046.00",37.30,913.00,32.50,0.00,0.00,107.00,3.80,683.00,24.30,265.00,9.40,229.00,8.20,440.00,100.00,6,2013-2014
Georgia,"2,664.00","1,723.00",,941.00,0.35,5.00,0.20,50.00,1.90,275.00,10.30,"1,708.00",64.10,556.00,20.90,3.00,0.10,68.00,2.60,412.00,15.50,82.00,3.10,161.00,6.00,340.00,100.00,6,2013-2014
Hawaii,123.00,90.00,,33.00,0.27,0.00,0.00,23.00,18.70,7.00,5.70,0.00,0.00,21.00,17.10,69.00,56.10,3.00,2.40,6.00,4.90,5.00,4.10,20.00,16.30,37.00,100.00,6,2013-2014
Idaho,53.00,38.00,,15.00,0.28,0.00,0.00,0.00,0.00,13.00,24.50,0.00,0.00,38.00,71.70,0.00,0.00,2.00,3.80,9.00,17.00,5.00,9.40,4.00,7.50,26.00,100.00,6,2013-2014
Illinois,"1,378.00",814.00,,564.00,0.41,1.00,0.10,8.00,0.60,344.00,25.00,853.00,61.90,162.00,11.80,0.00,0.00,10.00,0.70,87.00,6.30,36.00,2.60,54.00,3.90,405.00,100.00,6,2013-2014
